"Ensembl_ID","logFC","logCPM","F","PValue","FDR","Significant","hgnc_symbol","gene_biotype"
"ENSG00000000460",1.38950586403935,3.14090261319908,117.351222148536,1.80505282645107e-24,1.08867783267376e-22,TRUE,"FIRRM","protein_coding"
"ENSG00000005073",4.97278670958397,2.06577789460162,80.9792199746986,6.16956758143555e-18,1.24427760762835e-16,TRUE,"HOXA11","protein_coding"
"ENSG00000005513",1.28584482038077,2.6520498590164,8.93937570987044,0.00294306386055329,0.00566189428411204,TRUE,"SOX8","protein_coding"
"ENSG00000005801",1.20699183897446,4.9855383205711,87.3910960668514,4.11075966157949e-19,1.01186706872845e-17,TRUE,"ZNF195","protein_coding"
"ENSG00000006047",1.14709662531751,3.70567189356418,12.040182647177,0.000570551653890784,0.00125565004109224,TRUE,"YBX2","protein_coding"
"ENSG00000006634",1.4998894123472,4.55522450325348,96.7155514843556,8.19514677239037e-21,2.66049586289387e-19,TRUE,"DBF4","protein_coding"
"ENSG00000007038",3.28908714592417,3.46483858432677,29.6782771400828,8.39126711576131e-08,3.45925705588528e-07,TRUE,"PRSS21","protein_coding"
"ENSG00000007062",1.04333625305378,6.45866613117054,9.99458931254389,0.00167547399181503,0.00337802313368792,TRUE,"PROM1","protein_coding"
"ENSG00000007952",4.3302446871158,3.49791784058216,49.9819369569541,5.91919030309025e-12,4.5680785807839e-11,TRUE,"NOX1","protein_coding"
"ENSG00000008300",2.56700604025332,4.57466821576634,85.7582472334076,8.2228223276209e-19,1.91304637918288e-17,TRUE,"CELSR3","protein_coding"
"ENSG00000008735",1.21389019317968,3.75365695580458,12.0144999945541,0.000578259656543031,0.00127141195389886,TRUE,"MAPK8IP2","protein_coding"
"ENSG00000009950",1.40670613781138,4.62970503323315,12.4193318943937,0.000468145393688545,0.00104924591054604,TRUE,"MLXIPL","protein_coding"
"ENSG00000011201",1.51126513783265,3.6157239778206,34.2550980908774,9.29165765777704e-09,4.38284719363089e-08,TRUE,"ANOS1","protein_coding"
"ENSG00000011347",1.42085510772102,4.75669767378433,12.0406037665592,0.000570423332599719,0.00125565004109224,TRUE,"SYT7","protein_coding"
"ENSG00000011426",2.00936316920225,6.00466001186057,120.224360248074,5.72553585146214e-25,3.93854968895715e-23,TRUE,"ANLN","protein_coding"
"ENSG00000011677",2.5052361598505,1.89812514226802,13.0374183926607,0.000339512953231304,0.000780462760625285,TRUE,"GABRA3","protein_coding"
"ENSG00000012048",1.35656534504238,4.8143131060251,88.119703367316,3.01957020925534e-19,7.60931692732347e-18,TRUE,"BRCA1","protein_coding"
"ENSG00000013573",1.18681615891002,4.87773860290885,62.7929622266377,1.80203793857543e-14,2.05111323766188e-13,TRUE,"DDX11","protein_coding"
"ENSG00000013588",1.82483709295573,9.23367104508791,50.0273576034045,5.79333333539064e-12,4.47366262294789e-11,TRUE,"GPRC5A","protein_coding"
"ENSG00000013810",1.15688559561032,5.92688945704655,56.7997725206694,2.65365225799354e-13,2.52961637717047e-12,TRUE,"TACC3","protein_coding"
"ENSG00000016391",1.03735358884341,5.4354187743447,32.7635141819513,1.89724011523801e-08,8.58310618788444e-08,TRUE,"CHDH","protein_coding"
"ENSG00000018280",1.68133460863171,3.66666875221697,45.5692145982758,4.53041994544232e-11,3.06508465545624e-10,TRUE,"SLC11A1","protein_coding"
"ENSG00000019505",1.74545473390854,5.7932583820803,19.083662898334,1.55274276680481e-05,4.5124924526965e-05,TRUE,"SYT13","protein_coding"
"ENSG00000024526",1.58671261452354,4.13862925488118,64.5383027345054,8.28906178851538e-15,9.89535534309778e-14,TRUE,"DEPDC1","protein_coding"
"ENSG00000025772",1.08496392869222,5.89212254047516,66.7725245738341,3.07988816668149e-15,3.94312442748377e-14,TRUE,"TOMM34","protein_coding"
"ENSG00000029534",1.52935311145325,3.47098088646,17.4337796561927,3.56974255411061e-05,9.7653791366319e-05,TRUE,"ANK1","protein_coding"
"ENSG00000029993",1.64000850219132,5.52567898003118,86.1015969038096,7.10440534610449e-19,1.67117675479715e-17,TRUE,"HMGB3","protein_coding"
"ENSG00000035499",1.71099523497547,4.01121652166989,74.3055399831954,1.13227597324578e-16,1.849723239477e-15,TRUE,"DEPDC1B","protein_coding"
"ENSG00000038427",1.71603955517255,7.55813825462825,51.2386284082446,3.32573862913629e-12,2.67192864863563e-11,TRUE,"VCAN","protein_coding"
"ENSG00000038945",1.9846581425001,4.72479847197027,62.1904315449746,2.35792423125819e-14,2.6344990137833e-13,TRUE,"MSR1","protein_coding"
"ENSG00000040275",1.17198400125179,4.00780101311992,94.4335368951274,2.12266867515448e-20,6.43168608571808e-19,TRUE,"SPDL1","protein_coding"
"ENSG00000043355",3.56812505694577,2.91238759435856,34.6819328667601,7.58119156966475e-09,3.63657157616109e-08,TRUE,"ZIC2","protein_coding"
"ENSG00000047457",1.6711164748722,4.57815752941074,12.6593468426164,0.000413154948771303,0.000936553237987817,TRUE,"CP","protein_coding"
"ENSG00000047634",1.33288650699095,4.81209881286181,49.388057384688,7.77019846343903e-12,5.85802995531547e-11,TRUE,"SCML1","protein_coding"
"ENSG00000049249",1.33516506111918,2.4386627222184,33.1447682712959,1.58072068170033e-08,7.23606165299225e-08,TRUE,"TNFRSF9","protein_coding"
"ENSG00000049449",1.02020315541322,5.71999636745891,43.1108994825127,1.42147865932579e-10,8.8936762136578e-10,TRUE,"RCN1","protein_coding"
"ENSG00000050344",2.2496069611224,5.55648133986715,147.5799460215,1.37878464718309e-29,1.97150712584853e-27,TRUE,"NFE2L3","protein_coding"
"ENSG00000051180",1.37078893347233,3.49151933816546,83.6460850061716,2.02217647245497e-18,4.39901158777128e-17,TRUE,"RAD51","protein_coding"
"ENSG00000051341",1.90135679274081,3.90746255639504,82.1648444673475,3.80913734635897e-18,7.86933147236433e-17,TRUE,"POLQ","protein_coding"
"ENSG00000054598",1.1299196505135,4.98810136420659,20.5258394518582,7.53711741464394e-06,2.30681472387587e-05,TRUE,"FOXC1","protein_coding"
"ENSG00000056736",1.83828665895713,4.49590730219241,68.7353142379448,1.29589713337011e-15,1.74329671451036e-14,TRUE,"IL17RB","protein_coding"
"ENSG00000058085",2.38933816512233,7.74877956298814,66.761097046258,3.09548455375781e-15,3.95910918905748e-14,TRUE,"LAMC2","protein_coding"
"ENSG00000058804",1.2231823223846,5.82678546006997,96.1446244566948,1.03932674736823e-20,3.32323421784122e-19,TRUE,"NDC1","protein_coding"
"ENSG00000059588",1.12516565386783,5.3314821545294,83.0751952239524,2.57970697417055e-18,5.50828036129101e-17,TRUE,"TARBP1","protein_coding"
"ENSG00000060656",1.50948583175837,5.6949313387871,31.74481636331,3.0948848481484e-08,1.35812084750126e-07,TRUE,"PTPRU","protein_coding"
"ENSG00000060718",6.14176600010618,4.81855174188399,96.1881133254919,1.0212174375036e-20,3.2735549394637e-19,TRUE,"COL11A1","protein_coding"
"ENSG00000060982",1.57843026491326,4.93804457056608,25.8302223218362,5.46512821153132e-07,2.01943152206584e-06,TRUE,"BCAT1","protein_coding"
"ENSG00000062038",1.62149983244576,5.68238860784599,27.7170572821775,2.17411319620552e-07,8.48983480547682e-07,TRUE,"CDH3","protein_coding"
"ENSG00000062822",1.02854116874956,4.92918921100905,44.6146941644957,7.05621477154554e-11,4.6430914779053e-10,TRUE,"POLD1","protein_coding"
"ENSG00000064692",1.01985305164835,3.11032678642001,7.46668640857763,0.00653118161260405,0.0117312374314748,TRUE,"SNCAIP","protein_coding"
"ENSG00000064763",1.2133641677798,4.58292016060879,36.3607355129244,3.40845123601118e-09,1.73226639095361e-08,TRUE,"FAR2","protein_coding"
"ENSG00000065328",2.13958143401577,3.60080928511563,103.194970388196,5.62575723926183e-22,2.26561350084956e-20,TRUE,"MCM10","protein_coding"
"ENSG00000065600",1.02447689207412,3.09031123204363,97.1944755437791,6.71816539534868e-21,2.23809876495307e-19,TRUE,"PACC1","protein_coding"
"ENSG00000065911",1.12021213929379,5.84032757062992,73.2541229887903,1.78961319015265e-16,2.78418306331084e-15,TRUE,"MTHFD2","protein_coding"
"ENSG00000066279",2.00952547814507,5.37407811126685,97.1033088614914,6.97425223440869e-21,2.30530737493727e-19,TRUE,"ASPM","protein_coding"
"ENSG00000066294",1.03711288949042,4.49802158278223,21.2298087848635,5.30465095942198e-06,1.66672050361038e-05,TRUE,"CD84","protein_coding"
"ENSG00000066735",1.27418298093161,4.58965518871524,12.6458652925309,0.000416062212166335,0.000942304273363371,TRUE,"KIF26A","protein_coding"
"ENSG00000068489",1.52451829190155,5.24390128357887,93.634486759511,2.96470498829531e-20,8.77414783280142e-19,TRUE,"PRR11","protein_coding"
"ENSG00000068650",1.90083403868574,7.36121624652817,113.799272235466,7.5100184019778e-24,4.03259469128985e-22,TRUE,"ATP11A","protein_coding"
"ENSG00000070882",1.28948594849063,5.87757651672601,93.1792949318989,3.58721212779623e-20,1.05186316908605e-18,TRUE,"OSBPL3","protein_coding"
"ENSG00000071539",2.13022951229135,4.49456518174658,104.716144470953,3.01173006240041e-22,1.28184872154206e-20,TRUE,"TRIP13","protein_coding"
"ENSG00000072274",1.12563328167491,7.80361207498291,38.2218228207816,1.41153404952228e-09,7.57620510932963e-09,TRUE,"TFRC","protein_coding"
"ENSG00000072571",1.74569730165812,4.48906414823618,79.0084252076204,1.47762836033198e-17,2.77998146706015e-16,TRUE,"HMMR","protein_coding"
"ENSG00000073008",1.11520333409547,6.25373487643839,40.160710813282,5.66009522835235e-10,3.23296103572765e-09,TRUE,"PVR","protein_coding"
"ENSG00000073067",3.63967867101753,5.28723334861209,29.7360823861132,8.15850889052677e-08,3.37204235598713e-07,TRUE,"CYP2W1","protein_coding"
"ENSG00000073111",1.31614983787099,5.31689744569243,57.9588851396175,1.57296661042586e-13,1.55174985149454e-12,TRUE,"MCM2","protein_coding"
"ENSG00000073464",1.55574249223723,4.01221730839706,36.2309245532454,3.62532877888515e-09,1.83297314422298e-08,TRUE,"CLCN4","protein_coding"
"ENSG00000073792",1.56795495412374,6.03505165668989,52.5458543197813,1.83027167213002e-12,1.53035724701226e-11,TRUE,"IGF2BP2","protein_coding"
"ENSG00000075218",1.75702706076796,4.33281707544212,87.3035759417942,4.26670790567576e-19,1.04019396183199e-17,TRUE,"GTSE1","protein_coding"
"ENSG00000075461",1.51206792339746,2.37220757677247,9.20758406714608,0.00254903928198449,0.0049570711953751,TRUE,"CACNG4","protein_coding"
"ENSG00000075618",1.12094641548538,6.72098658845174,21.9713548959919,3.6679109297117e-06,1.18471661145967e-05,TRUE,"FSCN1","protein_coding"
"ENSG00000075702",1.92969838609211,4.18210105240681,100.491643940065,1.71291350263605e-21,6.4302469718426e-20,TRUE,"WDR62","protein_coding"
"ENSG00000076382",1.66014165483402,4.9332823717146,89.3669100518505,1.78252868318344e-19,4.64845492258041e-18,TRUE,"SPAG5","protein_coding"
"ENSG00000077152",1.58380744643298,4.46305580283803,83.9730808630593,1.75832812634907e-18,3.87807343776745e-17,TRUE,"UBE2T","protein_coding"
"ENSG00000077514",1.02257092960861,5.30706581737434,48.9997321216803,9.28890015321084e-12,6.92910570631659e-11,TRUE,"POLD3","protein_coding"
"ENSG00000078081",1.36017119640863,4.34002841146458,30.7887797854552,4.90540351276741e-08,2.08853011386678e-07,TRUE,"LAMP3","protein_coding"
"ENSG00000078098",3.00124396968193,3.77612977531072,91.8436199354192,6.28903152605206e-20,1.77066847788802e-18,TRUE,"FAP","protein_coding"
"ENSG00000080573",1.12003624100189,4.94028167379232,29.7810325519908,7.98243594120795e-08,3.30463499635044e-07,TRUE,"COL5A3","protein_coding"
"ENSG00000080839",1.21959513307525,4.39539760492736,94.2847671219233,2.2587227239507e-20,6.77936447759355e-19,TRUE,"RBL1","protein_coding"
"ENSG00000080986",1.8048762618986,4.02946763348341,107.048121511599,1.16062415411472e-22,5.12850798099442e-21,TRUE,"NDC80","protein_coding"
"ENSG00000084774",1.14829763251215,6.5381913290486,96.3537445266367,9.52636203900044e-21,3.07696658142943e-19,TRUE,"CAD","protein_coding"
"ENSG00000085741",2.29620320087687,3.15988551895392,17.7720334113883,3.00822513252165e-05,8.31328404700771e-05,TRUE,"WNT11","protein_coding"
"ENSG00000085840",1.49984489361283,3.44333250723974,65.1179288420524,6.40985229679018e-15,7.73192230606178e-14,TRUE,"ORC1","protein_coding"
