"Ensembl_ID","logFC","logCPM","F","PValue","FDR","Significant","hgnc_symbol","gene_biotype"
"ENSG00000000003",-0.0382101986432297,5.40798996639759,0.0437971529172499,0.834325644789958,0.86873082601841,FALSE,"TSPAN6","protein_coding"
"ENSG00000000419",0.445367988745115,5.50655208288552,18.5474437148612,2.03377578971284e-05,5.80831030069247e-05,FALSE,"DPM1","protein_coding"
"ENSG00000000457",0.0221838423243586,3.93287218542203,0.0847522012260603,0.77109116859485,0.815675825585473,FALSE,"SCYL3","protein_coding"
"ENSG00000000460",1.38950586403935,3.14090261319908,117.351222148536,1.80505282645107e-24,1.08867783267376e-22,TRUE,"FIRRM","protein_coding"
"ENSG00000000938",0.196418753536097,3.38543773209886,1.30548372495563,0.253818192928153,0.315808596324177,FALSE,"FGR","protein_coding"
"ENSG00000000971",-0.0240241941883926,6.18966526738624,0.0132884330051896,0.908277919296994,0.928338671670834,FALSE,"CFH","protein_coding"
"ENSG00000001036",0.536789160318891,5.93505596428485,24.1232428862445,1.26457614212328e-06,4.40662540653363e-06,FALSE,"FUCA2","protein_coding"
"ENSG00000001084",-0.109915478862896,5.55667808045618,1.20004419807263,0.273895547526075,0.337535819484522,FALSE,"GCLC","protein_coding"
"ENSG00000001167",0.624265739704857,5.0685055654667,33.2863014124922,1.47672597733994e-08,6.78196130914042e-08,FALSE,"NFYA","protein_coding"
"ENSG00000001460",-0.473763567069316,3.17947950382419,28.1332972059938,1.77545626600221e-07,7.01473344959457e-07,FALSE,"STPG1","protein_coding"
"ENSG00000001461",-0.437416816749377,5.36099905803898,22.5182804145497,2.79593891976394e-06,9.2779970516078e-06,FALSE,"NIPAL3","protein_coding"
"ENSG00000001497",0.314497720110552,5.18754090365861,14.8090056274714,0.000136069708289124,0.000335846219489409,FALSE,"LAS1L","protein_coding"
"ENSG00000001561",0.00893344219127585,4.85332278874092,0.0035554997932948,0.952478232055668,0.963379270476906,FALSE,"ENPP4","protein_coding"
"ENSG00000001617",-0.77268015551112,5.86129804540959,25.820889429282,5.49015315841921e-07,2.027501134476e-06,FALSE,"SEMA3F","protein_coding"
"ENSG00000001626",0.898210804645798,5.78780517119006,5.80638781222909,0.0163663021297937,0.0271088846679362,FALSE,"CFTR","protein_coding"
"ENSG00000001629",0.837411100726343,6.35317662889691,25.9114350778743,5.25190046792744e-07,1.94402807896581e-06,FALSE,"ANKIB1","protein_coding"
"ENSG00000001631",0.73747918082284,3.11107132299079,16.2222570349014,6.60537162166635e-05,0.000172820639920489,FALSE,"KRIT1","protein_coding"
"ENSG00000002016",0.203517277785508,3.21967886302635,3.58490011385961,0.0589446512214138,0.0863548284177039,FALSE,"RAD52","protein_coding"
"ENSG00000002330",-0.941793795455902,3.6534510766389,72.3758381112437,2.62576080483216e-16,3.96387093740143e-15,FALSE,"BAD","protein_coding"
"ENSG00000002549",0.348113052515752,6.93649440876754,6.52087216020684,0.0109883985084394,0.0188106482941082,FALSE,"LAP3","protein_coding"
"ENSG00000002586",-0.588367519250586,7.2706247242424,24.3565978946974,1.12722131288822e-06,3.96599901239023e-06,FALSE,"CD99","protein_coding"
"ENSG00000002587",-0.0177032762786707,5.02430953761456,0.00695517600655371,0.933572198839202,0.948970651357003,FALSE,"HS3ST1","protein_coding"
"ENSG00000002726",-0.929053220720413,7.39936429101207,12.2947757204148,0.000499549226868351,0.00111238205793992,FALSE,"AOC1","protein_coding"
"ENSG00000002834",0.0213968507930577,8.42609516507843,0.0315234195311229,0.859157132237532,0.889419479773435,FALSE,"LASP1","protein_coding"
"ENSG00000002919",-0.282186912845463,4.30490569587629,21.911504672203,3.77863149729606e-06,1.21831427500861e-05,FALSE,"SNX11","protein_coding"
"ENSG00000002933",0.599952335483706,7.28904125019258,6.62025619135009,0.0104001037450554,0.0178879279351529,FALSE,"TMEM176A","protein_coding"
"ENSG00000003056",0.207037167397162,5.69443807127173,3.80795122418072,0.0516264357372667,0.0766893919916489,FALSE,"M6PR","protein_coding"
"ENSG00000003096",-0.915805759374839,2.76367842434186,12.4689702656855,0.000456200092374363,0.00102445780405085,FALSE,"KLHL13","protein_coding"
"ENSG00000003137",0.27653399724388,2.47575167577436,1.04686984579809,0.306775918983843,0.372806564647478,FALSE,"CYP26B1","protein_coding"
"ENSG00000003147",0.608861452988258,5.25017831117395,16.7306556431139,5.09967712534124e-05,0.000136141160262414,FALSE,"ICA1","protein_coding"
"ENSG00000003249",0.419230059111385,4.93880793430889,3.39493674653041,0.0660508653061634,0.0957797757390879,FALSE,"DBNDD1","protein_coding"
"ENSG00000003393",0.375174132878251,4.84990765550074,22.1206188286112,3.40580996411742e-06,1.10991901673133e-05,FALSE,"ALS2","protein_coding"
"ENSG00000003400",-0.0842671343971888,5.51010564649773,0.337838596730195,0.561368885902001,0.62693992470284,FALSE,"CASP10","protein_coding"
"ENSG00000003402",-0.12420861408516,6.90687228167377,1.94231078362055,0.164101926838506,0.215450440621771,FALSE,"CFLAR","protein_coding"
"ENSG00000003436",0.272441343357382,5.7006235407746,1.73857098685868,0.187986955532845,0.242752105135564,FALSE,"TFPI","protein_coding"
"ENSG00000003509",0.274581119361668,3.53288385245832,16.3259398303858,6.26552157171703e-05,0.000164469941257572,FALSE,"NDUFAF7","protein_coding"
"ENSG00000003756",-0.0500442185171255,5.64266285685285,0.342074332707495,0.558925826335972,0.624869548093787,FALSE,"RBM5","protein_coding"
"ENSG00000003989",0.864851745646472,5.41680307087654,4.10111009484495,0.0434416609277235,0.0656110345319498,FALSE,"SLC7A2","protein_coding"
"ENSG00000004059",-0.475499978618862,6.09159818300225,25.9709331951706,5.10103806150118e-07,1.89093534432461e-06,FALSE,"ARF5","protein_coding"
"ENSG00000004139",-0.356999299257257,2.99141149585818,8.81851543975617,0.00314039522261915,0.00600997151625419,FALSE,"SARM1","protein_coding"
"ENSG00000004142",-0.0648584346897326,6.7455798127922,0.721762791485027,0.39601553715582,0.465603633208145,FALSE,"POLDIP2","protein_coding"
"ENSG00000004399",0.740646167867084,7.08868831338788,23.0273741777119,2.17273990209428e-06,7.32070108394276e-06,FALSE,"PLXND1","protein_coding"
"ENSG00000004455",-0.0475114525574648,6.66785571286528,0.436177832655644,0.509309097551563,0.577773896901514,FALSE,"AK2","protein_coding"
"ENSG00000004468",-0.115240643528075,4.15769635501368,0.180439175338703,0.671197995530559,0.729371163104935,FALSE,"CD38","protein_coding"
"ENSG00000004478",0.418640010730793,6.74453464861381,9.02874483954862,0.00280525170995884,0.00541559970584591,FALSE,"FKBP4","protein_coding"
"ENSG00000004487",0.500543462427129,6.31401619305093,31.177321111854,4.06733229021543e-08,1.75222988237243e-07,FALSE,"KDM1A","protein_coding"
"ENSG00000004534",-0.0158793369765806,5.65667526297253,0.0287058497878596,0.865535709035833,0.894383889273653,FALSE,"RBM6","protein_coding"
"ENSG00000004660",0.0218941855969335,3.04225322841357,0.0286089549972068,0.865760679807985,0.894509248293936,FALSE,"CAMKK1","protein_coding"
"ENSG00000004700",0.471468568646867,4.13476121812193,12.5516612829602,0.000436967699629699,0.000984569926608984,FALSE,"RECQL","protein_coding"
"ENSG00000004766",0.551282094286946,4.80748130293746,14.5357728065592,0.000156576049730396,0.00038252770375677,FALSE,"VPS50","protein_coding"
"ENSG00000004776",-2.57666632754601,6.83526983289456,49.276367850342,8.17935331138453e-12,6.15191786292432e-11,TRUE,"HSPB6","protein_coding"
"ENSG00000004777",0.305139102864376,3.20801772347511,3.94695823827806,0.0475588826876771,0.0712124180589926,FALSE,"ARHGAP33","protein_coding"
"ENSG00000004779",-0.140923478246228,5.97542070888613,1.96039130215618,0.162156729885777,0.213182494269256,FALSE,"NDUFAB1","protein_coding"
"ENSG00000004799",-2.6371449564963,6.87534070390125,111.327087296487,2.03831206138235e-23,1.01326403488874e-21,TRUE,"PDK4","protein_coding"
"ENSG00000004864",0.586879554859689,5.30655126487475,19.3042461664537,1.38984011194591e-05,4.08007041859831e-05,FALSE,"SLC25A13","protein_coding"
"ENSG00000004866",0.281911565931435,4.7836010138544,7.38605788046983,0.00682541949361957,0.0122046211150489,FALSE,"ST7","protein_coding"
"ENSG00000004897",0.372068423453786,5.87160836598256,31.4006101222005,3.65254277002495e-08,1.5869668587005e-07,FALSE,"CDC27","protein_coding"
"ENSG00000004961",0.0947302684126029,4.9245139296874,1.41195370547733,0.235355606188365,0.295407381827905,FALSE,"HCCS","protein_coding"
"ENSG00000004975",-0.173589847959163,4.90991214928849,4.31151571609291,0.0384191115168031,0.058757554760586,FALSE,"DVL2","protein_coding"
"ENSG00000005001",0.569162553943645,5.01525868060538,4.75454148853053,0.0297355156070061,0.046596991948622,FALSE,"PRSS22","protein_coding"
"ENSG00000005007",0.180587568047586,7.18694429635408,4.67018096770309,0.0312146421655224,0.0487946856895269,FALSE,"UPF1","protein_coding"
"ENSG00000005020",0.0789716340836508,5.81404264791609,0.493486232895163,0.482737488066877,0.552506275127177,FALSE,"SKAP2","protein_coding"
"ENSG00000005022",-0.607520311989737,8.33678015424239,29.1239658515912,1.09738914394829e-07,4.46280673892029e-07,FALSE,"SLC25A5","protein_coding"
"ENSG00000005059",0.350359599731026,4.01513626155412,6.57727249703758,0.0106504605331594,0.0182911957820495,FALSE,"MCUB","protein_coding"
"ENSG00000005073",4.97278670958397,2.06577789460162,80.9792199746986,6.16956758143555e-18,1.24427760762835e-16,TRUE,"HOXA11","protein_coding"
"ENSG00000005075",-0.0639652492728239,5.52481439787719,0.289066993052666,0.59108335004953,0.656094785235963,FALSE,"POLR2J","protein_coding"
"ENSG00000005100",0.628123330156207,4.78236885983295,52.2138441140089,2.12969854946318e-12,1.75990543769275e-11,FALSE,"DHX33","protein_coding"
"ENSG00000005108",0.350384682248155,2.56944514751484,2.83206008882105,0.0930897213036825,0.130354290637177,FALSE,"THSD7A","protein_coding"
"ENSG00000005156",0.470065546997274,4.97918065308587,27.2616632692793,2.7144030005085e-07,1.04836092820853e-06,FALSE,"LIG3","protein_coding"
"ENSG00000005175",0.515417930502472,4.97217081730915,39.7683943222787,6.80713884739122e-10,3.82462026366007e-09,FALSE,"RPAP3","protein_coding"
"ENSG00000005187",0.594186905565578,3.78895659487466,5.49631436541529,0.0194881464837539,0.0317793634228925,FALSE,"ACSM3","protein_coding"
"ENSG00000005194",0.140430820528065,5.2532563372248,2.68777269018973,0.101816064000422,0.141098903459586,FALSE,"CIAPIN1","protein_coding"
"ENSG00000005206",0.285388584136301,5.76642891061469,7.20950030522101,0.00751824049996585,0.013331075463643,FALSE,"SPPL2B","protein_coding"
"ENSG00000005238",-0.728089469131694,4.68996565831264,39.6902692960573,7.06209279339993e-10,3.96611619103299e-09,FALSE,"ATOSB","protein_coding"
"ENSG00000005243",-1.31041599869839,3.11013133164277,48.2696285793546,1.30008743329782e-11,9.49765366024571e-11,TRUE,"COPZ2","protein_coding"
