"","ProbeID","Gene_Symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","logFC_Tumor_vs_Normal","ProbeID_clean","Gene_Name","ENTREZ_ID"
"1","11715104_s_at","OTOP2",-31.3707420357143,32.5980233392857,-6.43802426301078,7.25965953605652e-07,2.46225044990996e-05,5.56885862971167,31.3707420357143,"11715104","otopetrin 2","92736"
"2","11715110_at","ARRDC5",-7.29231564285714,37.3330619642857,-4.2991054878163,0.000205561224071671,0.00174613927531727,0.692646145677037,7.29231564285714,"11715110_at","arrestin domain containing 5","645432"
"3","11715119_s_at","C2CD4B",154.040087071429,175.165715464286,2.8833201457119,0.00770280548234676,0.0294975538872051,-2.46290179279578,-154.040087071429,"11715119","C2 calcium-dependent domain containing 4B","388125"
"4","11715120_s_at","HIST1H2BE",2.44737453571429,15.898930375,3.4114380885355,0.00208051818642005,0.0105608052428546,-1.33039502626744,-2.44737453571429,"11715120","histone cluster 1, H2be","8344"
"5","11715125_at","MORC2",151.639227142857,238.850902857143,7.98653773152197,1.56289781656352e-08,1.51967200096762e-06,8.74523840503387,-151.639227142857,"11715125_at","MORC family CW-type zinc finger 2","22880"
"6","11715137_s_at","SSX2B /// SSX7",-16.1822257142857,166.84917,-2.66935217158279,0.0127963360298891,0.0439459791556958,-2.89661162589879,16.1822257142857,"11715137","synovial sarcoma, X breakpoint 2B /// synovial sarcoma, X breakpoint 7","280658 /// 727837"
"7","11715151_x_at","PRB3",2.37009042857143,15.09273025,3.01795012437522,0.00555582103344488,0.022824916135479,-2.1817925170458,-2.37009042857143,"11715151","proline-rich protein BstNI subfamily 3","5544"
"8","11715161_s_at","KRTAP21-2",2.25450610714286,14.2046595178571,3.16472329946018,0.00386852611460295,0.0171515884957197,-1.86898629008013,-2.25450610714286,"11715161","keratin associated protein 21-2","337978"
"9","11715164_s_at","IGLL3P",-110.816327,92.1692529285714,-8.85152994953433,2.09256374604196e-09,3.6395135998501e-07,10.3445599195678,110.816327,"11715164","immunoglobulin lambda-like polypeptide 3, pseudogene","91353"
"10","11715171_at","DEPDC5",-21.1920702857143,72.0297792142857,-2.77748170837998,0.00991997219480273,0.0359608777646002,-2.67956063765898,21.1920702857143,"11715171_at","DEP domain containing 5","9681"
"11","11715177_s_at","TDRKH",11.84177475,19.2959209464286,3.75398562534038,0.000862114174063287,0.00529324171881368,-0.56173987098486,-11.84177475,"11715177","tudor and KH domain containing","11022"
"12","11715182_x_at","FAM86C1",12.1483212142857,109.645659178571,3.515844920714,0.00159403260519597,0.00857237240431735,-1.09835909343248,-12.1483212142857,"11715182","family with sequence similarity 86, member C1","55199"
"13","11715184_x_at","RPL38",300.224685714286,1958.97683571429,2.82796329440663,0.00879638181395705,0.0327835479334317,-2.57672042108144,-300.224685714286,"11715184","ribosomal protein L38","6169"
"14","11715207_at","WDFY4",-31.5999845,60.6628491071429,-4.47002190543694,0.000130517743328661,0.001225883995383,1.08995761766956,31.5999845,"11715207_at","WDFY family member 4","57705"
"15","11715211_s_at","ZNF680",3.81204835714286,18.5738156785714,2.92280750567718,0.00700278027239448,0.0273332541726531,-2.38106736363971,-3.81204835714286,"11715211","zinc finger protein 680","340252"
